Sample,Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size,Captured Timestamp,Dana CPU,Dana Memory,Remote CPU,Remote Memory,Elapsed Time (s)
262,1787064453,45,,Aggregated,25.4,0.0,1300.0,1500.0,1600.0,1600.0,1800.0,2000.0,2200.0,2300.0,3000.0,5000.0,5000.0,8103,0,1300,1192.6867665218017,13.349990000278922,5022.231752998778,291.6217450327039,2026-08-18 14:48:05,1965.0,33.0,111.0,24.0,291.0
263,1787064454,45,,Aggregated,25.1,0.0,1300.0,1500.0,1600.0,1600.0,1800.0,2000.0,2200.0,2300.0,3000.0,5000.0,5000.0,8126,0,1300,1194.8748666746446,13.349990000278922,5022.231752998778,291.877430470096,2026-08-18 14:48:06,1965.0,33.0,111.0,24.0,292.0
264,1787064455,45,,Aggregated,25.1,0.0,1300.0,1500.0,1600.0,1600.0,1800.0,2000.0,2200.0,2300.0,3000.0,5000.0,5000.0,8148,0,1300,1196.7650952431466,13.349990000278922,5022.231752998778,291.6998036327933,2026-08-18 14:48:07,1965.0,33.0,111.0,24.0,293.0
265,1787064456,45,,Aggregated,24.7,0.0,1300.0,1500.0,1600.0,1600.0,1800.0,2000.0,2200.0,2300.0,3000.0,5000.0,5000.0,8172,0,1300,1198.7994546622808,13.349990000278922,5022.231752998778,291.76713166911406,2026-08-18 14:48:08,1965.0,33.0,111.0,24.0,294.0
266,1787064457,45,,Aggregated,24.4,0.0,1300.0,1500.0,1600.0,1700.0,1800.0,2000.0,2200.0,2300.0,3000.0,5000.0,5000.0,8198,0,1300,1200.8907001423715,13.349990000278922,5022.231752998778,291.72188338619173,2026-08-18 14:48:09,1965.0,33.0,111.0,24.0,295.0
267,1787064458,45,,Aggregated,24.2,0.0,1300.0,1500.0,1600.0,1700.0,1800.0,2000.0,2200.0,2300.0,3000.0,5000.0,5000.0,8219,0,1300,1202.6795293904568,13.349990000278922,5022.231752998778,291.89706776980165,2026-08-18 14:48:10,1965.0,33.0,111.0,24.0,296.0
268,1787064459,45,,Aggregated,24.0,0.0,1300.0,1500.0,1600.0,1700.0,1800.0,2000.0,2200.0,2300.0,3000.0,5000.0,5000.0,8245,0,1300,1205.2644098531437,13.349990000278922,5022.231752998778,291.9325651910249,2026-08-18 14:48:11,1965.0,33.0,111.0,24.0,297.0
269,1787064460,45,,Aggregated,23.6,0.0,1300.0,1500.0,1600.0,1700.0,1800.0,2000.0,2200.0,2300.0,3000.0,5000.0,5000.0,8272,0,1300,1206.7861773206198,13.349990000278922,5022.231752998778,291.59719535783364,2026-08-18 14:48:12,1965.0,33.0,111.0,24.0,298.0
270,1787064461,45,,Aggregated,24.5,0.0,1300.0,1500.0,1600.0,1700.0,1800.0,2000.0,2200.0,2300.0,3000.0,5000.0,5000.0,8297,0,1300,1208.4843009620545,13.349990000278922,5022.231752998778,291.6285404363023,2026-08-18 14:48:13,1965.0,33.0,111.0,24.0,299.0
271,1787064462,45,,Aggregated,24.4,0.0,1300.0,1500.0,1600.0,1700.0,1800.0,2000.0,2200.0,2300.0,3000.0,5000.0,5000.0,8320,0,1300,1210.2326078859585,13.349990000278922,5022.231752998778,291.5435096153846,2026-08-18 14:48:15,1965.0,33.0,111.0,24.0,301.0
272,1787064463,45,,Aggregated,24.0,0.0,1300.0,1500.0,1600.0,1700.0,1800.0,2000.0,2200.0,2300.0,3000.0,5000.0,5000.0,8347,0,1300,1212.2644725372195,13.349990000278922,5022.231752998778,291.3963100515155,2026-08-18 14:48:16,1965.0,33.0,111.0,24.0,302.0
273,1787064464,45,,Aggregated,24.0,0.0,1300.0,1500.0,1600.0,1700.0,1800.0,2000.0,2200.0,2300.0,3000.0,5000.0,5000.0,8370,0,1300,1213.8776513860423,13.349990000278922,5022.231752998778,291.27108721624853,2026-08-18 14:48:17,1965.0,33.0,111.0,24.0,303.0
274,1787064465,45,,Aggregated,24.4,0.0,1300.0,1500.0,1600.0,1700.0,1800.0,2000.0,2200.0,2300.0,3000.0,5000.0,5000.0,8390,0,1300,1215.633237555801,13.349990000278922,5022.231752998778,291.37699642431465,2026-08-18 14:48:18,1965.0,33.0,111.0,24.0,304.0
275,1787064466,45,,Aggregated,24.9,0.0,1300.0,1500.0,1600.0,1700.0,1800.0,2000.0,2200.0,2300.0,3000.0,5000.0,5000.0,8419,0,1300,1218.0316902382915,13.349990000278922,5022.231752998778,291.33460030882526,2026-08-18 14:48:19,1965.0,33.0,111.0,24.0,305.0
276,1787064467,45,,Aggregated,23.9,0.0,1300.0,1500.0,1600.0,1700.0,1800.0,2000.0,2200.0,2300.0,3000.0,5000.0,5000.0,8443,0,1300,1219.663118053557,13.349990000278922,5022.231752998778,291.29634016344903,2026-08-18 14:48:20,1965.0,33.0,111.0,24.0,306.0
277,1787064468,45,,Aggregated,24.8,0.0,1300.0,1500.0,1600.0,1700.0,1800.0,2000.0,2200.0,2300.0,3000.0,5000.0,5000.0,8467,0,1300,1221.3592273244576,13.349990000278922,5022.231752998778,291.1597968583914,2026-08-18 14:48:21,1965.0,33.0,111.0,24.0,307.0
278,1787064469,45,,Aggregated,24.1,0.0,1300.0,1500.0,1600.0,1700.0,1900.0,2000.0,2200.0,2300.0,3000.0,5000.0,5000.0,8488,0,1300,1222.8473383313133,13.349990000278922,5022.231752998778,291.2497643732328,2026-08-18 14:48:22,1965.0,33.0,111.0,24.0,308.0
279,1787064470,45,,Aggregated,25.2,0.0,1300.0,1500.0,1600.0,1700.0,1900.0,2000.0,2200.0,2300.0,3000.0,5000.0,5000.0,8508,0,1300,1224.6968629712255,13.349990000278922,5022.231752998778,291.37458862247297,2026-08-18 14:48:23,1970.0,33.0,104.0,24.0,309.0
280,1787064471,45,,Aggregated,24.4,0.0,1300.0,1500.0,1600.0,1700.0,1900.0,2000.0,2200.0,2300.0,3000.0,5000.0,5000.0,8539,0,1300,1227.7322261122124,13.349990000278922,5022.231752998778,291.3021431080923,2026-08-18 14:48:25,1970.0,33.0,104.0,24.0,311.0
281,1787064472,45,,Aggregated,23.9,0.0,1300.0,1500.0,1600.0,1700.0,1900.0,2000.0,2200.0,2300.0,3000.0,5000.0,5000.0,8555,0,1300,1228.891693809841,13.349990000278922,5022.231752998778,291.21881940385737,2026-08-18 14:48:26,1970.0,33.0,104.0,24.0,312.0
282,1787064473,45,,Aggregated,24.0,0.0,1300.0,1500.0,1600.0,1700.0,1900.0,2000.0,2200.0,2300.0,3000.0,5000.0,5000.0,8575,0,1300,1230.730732182179,13.349990000278922,5022.231752998778,291.52816326530615,2026-08-18 14:48:27,1970.0,33.0,104.0,24.0,313.0
283,1787064474,45,,Aggregated,23.8,0.0,1300.0,1500.0,1600.0,1700.0,1900.0,2100.0,2200.0,2300.0,3000.0,5000.0,5000.0,8596,0,1300,1233.0728581452056,13.349990000278922,5022.231752998778,291.7362726849698,2026-08-18 14:48:28,1970.0,33.0,104.0,24.0,314.0
284,1787064475,45,,Aggregated,23.2,0.0,1300.0,1500.0,1600.0,1700.0,1900.0,2100.0,2200.0,2300.0,3000.0,5000.0,5000.0,8626,0,1300,1235.8475789245526,13.349990000278922,5022.231752998778,291.77695339670765,2026-08-18 14:48:29,1970.0,33.0,104.0,24.0,315.0
285,1787064476,45,,Aggregated,22.6,0.0,1300.0,1500.0,1600.0,1700.0,1900.0,2100.0,2200.0,2300.0,3000.0,5000.0,5000.0,8652,0,1300,1237.4185415617412,13.349990000278922,5022.231752998778,291.5338650023116,2026-08-18 14:48:30,1970.0,33.0,104.0,24.0,316.0
286,1787064477,45,,Aggregated,23.5,0.0,1300.0,1500.0,1600.0,1700.0,1900.0,2100.0,2200.0,2300.0,3000.0,5000.0,5000.0,8678,0,1300,1238.9678366227458,13.349990000278922,5022.231752998778,291.3097487900438,2026-08-18 14:48:31,1970.0,33.0,104.0,24.0,317.0
287,1787064478,45,,Aggregated,22.9,0.0,1300.0,1500.0,1600.0,1700.0,1900.0,2100.0,2200.0,2300.0,3000.0,5000.0,5000.0,8700,0,1300,1240.5542279093324,13.349990000278922,5022.231752998778,291.2848275862069,2026-08-18 14:48:32,1970.0,33.0,104.0,24.0,318.0
288,1787064479,45,,Aggregated,23.3,0.0,1300.0,1500.0,1600.0,1700.0,1900.0,2100.0,2200.0,2300.0,3000.0,5000.0,5000.0,8722,0,1300,1242.1597568163486,13.349990000278922,5022.231752998778,291.2002980967668,2026-08-18 14:48:33,1970.0,33.0,104.0,24.0,319.0
289,1787064480,45,,Aggregated,22.8,0.0,1300.0,1500.0,1600.0,1700.0,1900.0,2100.0,2200.0,2300.0,3000.0,5000.0,5000.0,8747,0,1300,1244.0541007381034,13.349990000278922,5022.231752998778,291.2528867040128,2026-08-18 14:48:34,1970.0,33.0,104.0,24.0,320.0
290,1787064481,45,,Aggregated,23.5,0.0,1300.0,1500.0,1600.0,1700.0,1900.0,2100.0,2200.0,2300.0,3000.0,5000.0,5000.0,8769,0,1300,1245.6804052169216,13.349990000278922,5022.231752998778,291.16809214277566,2026-08-18 14:48:36,1970.0,33.0,104.0,24.0,322.0
291,1787064482,45,,Aggregated,23.4,0.0,1300.0,1500.0,1600.0,1700.0,1900.0,2100.0,2200.0,2300.0,3000.0,5000.0,5000.0,8790,0,1300,1247.3838399562214,13.349990000278922,5022.231752998778,291.27519908987483,2026-08-18 14:48:37,1970.0,33.0,104.0,24.0,323.0
292,1787064483,45,,Aggregated,23.6,0.0,1300.0,1500.0,1700.0,1700.0,1900.0,2100.0,2300.0,2400.0,3000.0,5000.0,5000.0,8815,0,1300,1249.6616912477818,13.349990000278922,5022.231752998778,291.32682926829267,2026-08-18 14:48:38,1970.0,33.0,104.0,24.0,324.0
293,1787064484,45,,Aggregated,23.4,0.0,1300.0,1500.0,1700.0,1700.0,1900.0,2100.0,2300.0,2400.0,3000.0,5000.0,5000.0,8831,0,1300,1251.1861339658244,13.349990000278922,5022.231752998778,291.58079492696186,2026-08-18 14:48:39,1970.0,33.0,103.0,25.0,325.0
294,1787064485,45,,Aggregated,23.6,0.0,1300.0,1500.0,1700.0,1700.0,1900.0,2100.0,2300.0,2400.0,3000.0,5000.0,5000.0,8858,0,1300,1253.9498463418597,13.349990000278922,5022.231752998778,291.6818694965003,2026-08-18 14:48:40,1970.0,33.0,103.0,25.0,326.0
295,1787064486,45,,Aggregated,23.2,0.0,1300.0,1500.0,1700.0,1700.0,1900.0,2100.0,2300.0,2400.0,3000.0,5000.0,5000.0,8880,0,1300,1255.8734499086927,13.349990000278922,5022.231752998778,291.66013513513514,2026-08-18 14:48:41,1970.0,33.0,103.0,25.0,327.0
296,1787064487,45,,Aggregated,23.0,0.0,1300.0,1500.0,1700.0,1700.0,1900.0,2100.0,2300.0,2400.0,3000.0,5000.0,5000.0,8903,0,1300,1257.7581182302818,13.349990000278922,5022.231752998778,291.7366056385488,2026-08-18 14:48:42,1970.0,33.0,103.0,25.0,328.0
297,1787064488,45,,Aggregated,22.9,0.0,1300.0,1600.0,1700.0,1700.0,1900.0,2100.0,2300.0,2400.0,3000.0,5000.0,5000.0,8924,0,1300,1259.457606297423,13.349990000278922,5022.231752998778,291.7593007619901,2026-08-18 14:48:43,1970.0,33.0,103.0,25.0,329.0
298,1787064489,45,,Aggregated,22.7,0.0,1300.0,1600.0,1700.0,1700.0,1900.0,2100.0,2300.0,2400.0,3000.0,5000.0,5000.0,8947,0,1300,1261.1245159828095,13.349990000278922,5022.231752998778,291.5618643120599,2026-08-18 14:48:44,1970.0,33.0,103.0,25.0,330.0
299,1787064490,45,,Aggregated,22.9,0.0,1400.0,1600.0,1700.0,1700.0,1900.0,2100.0,2300.0,2400.0,3000.0,5000.0,5000.0,8970,0,1400,1262.9268705574357,13.349990000278922,5022.231752998778,291.6612040133779,2026-08-18 14:48:46,1970.0,33.0,103.0,25.0,332.0
300,1787064491,45,,Aggregated,22.5,0.0,1400.0,1600.0,1700.0,1700.0,1900.0,2100.0,2300.0,2400.0,3000.0,5000.0,5000.0,8993,0,1400,1264.751908120004,13.349990000278922,5022.231752998778,291.6230401423329,2026-08-18 14:48:47,1970.0,33.0,103.0,25.0,333.0
301,1787064492,45,,Aggregated,22.4,0.0,1400.0,1600.0,1700.0,1700.0,1900.0,2100.0,2300.0,2400.0,2900.0,5000.0,5000.0,9018,0,1400,1266.495243791107,13.349990000278922,5022.231752998778,291.5021068973165,2026-08-18 14:48:48,1970.0,33.0,103.0,25.0,334.0
302,1787064493,45,,Aggregated,22.1,0.0,1400.0,1600.0,1700.0,1700.0,1900.0,2100.0,2300.0,2400.0,2900.0,5000.0,5000.0,9043,0,1400,1268.0678843141882,13.349990000278922,5022.231752998778,291.3043237863541,2026-08-18 14:48:49,1970.0,33.0,103.0,25.0,335.0
303,1787064494,45,,Aggregated,22.6,0.0,1400.0,1600.0,1700.0,1700.0,1900.0,2100.0,2300.0,2400.0,2900.0,5000.0,5000.0,9069,0,1400,1269.7646222010371,13.349990000278922,5022.231752998778,291.2444591465432,2026-08-18 14:48:50,1970.0,33.0,103.0,25.0,336.0
304,1787064495,45,,Aggregated,22.8,0.0,1400.0,1600.0,1700.0,1700.0,1900.0,2100.0,2300.0,2400.0,2900.0,5000.0,5000.0,9091,0,1400,1270.995419150171,13.349990000278922,5022.231752998778,291.01121988780113,2026-08-18 14:48:51,1970.0,33.0,103.0,25.0,337.0
305,1787064496,45,,Aggregated,23.4,0.0,1400.0,1600.0,1700.0,1700.0,1900.0,2100.0,2300.0,2400.0,2900.0,5000.0,5000.0,9115,0,1400,1272.5105589159848,13.349990000278922,5022.231752998778,290.9976961053209,2026-08-18 14:48:52,1970.0,33.0,103.0,25.0,338.0
306,1787064497,45,,Aggregated,23.6,0.0,1400.0,1600.0,1700.0,1800.0,1900.0,2100.0,2300.0,2400.0,2900.0,5000.0,5000.0,9141,0,1400,1274.3785259527615,13.349990000278922,5022.231752998778,290.9981402472377,2026-08-18 14:48:53,1967.0,34.0,105.0,25.0,339.0
307,1787064498,45,,Aggregated,23.9,0.0,1400.0,1600.0,1700.0,1800.0,1900.0,2100.0,2300.0,2400.0,2900.0,5000.0,5000.0,9164,0,1400,1275.8788366715617,13.349990000278922,5022.231752998778,290.84351811436056,2026-08-18 14:48:54,1967.0,34.0,105.0,25.0,340.0
308,1787064499,45,,Aggregated,23.7,0.0,1400.0,1600.0,1700.0,1800.0,1900.0,2100.0,2300.0,2400.0,2900.0,5000.0,5000.0,9187,0,1400,1277.4436193396298,13.349990000278922,5022.231752998778,290.7691302928051,2026-08-18 14:48:56,1967.0,34.0,105.0,25.0,342.0
309,1787064500,45,,Aggregated,23.5,0.0,1400.0,1600.0,1700.0,1800.0,1900.0,2100.0,2300.0,2400.0,2900.0,5000.0,5000.0,9208,0,1400,1278.7913462725,13.349990000278922,5022.231752998778,290.7206776715899,2026-08-18 14:48:57,1967.0,34.0,105.0,25.0,343.0
310,1787064501,45,,Aggregated,23.9,0.0,1400.0,1600.0,1700.0,1800.0,1900.0,2100.0,2300.0,2400.0,2900.0,5000.0,5000.0,9231,0,1400,1280.6140406797942,13.349990000278922,5022.231752998778,290.8697865886686,2026-08-18 14:48:58,1967.0,34.0,105.0,25.0,344.0
311,1787064502,45,,Aggregated,23.9,0.0,1400.0,1600.0,1700.0,1800.0,1900.0,2100.0,2300.0,2400.0,2900.0,5000.0,5000.0,9251,0,1400,1282.5368728184178,13.349990000278922,5022.231752998778,291.0578315857745,2026-08-18 14:48:59,1967.0,34.0,105.0,25.0,345.0
312,1787064503,45,,Aggregated,23.8,0.0,1400.0,1600.0,1700.0,1800.0,1900.0,2100.0,2300.0,2400.0,2900.0,5000.0,5000.0,9278,0,1400,1284.6169951002578,13.349990000278922,5022.231752998778,290.8006035783574,2026-08-18 14:49:00,1967.0,34.0,105.0,25.0,346.0
313,1787064504,45,,Aggregated,23.1,0.0,1400.0,1600.0,1700.0,1800.0,1900.0,2100.0,2300.0,2400.0,2900.0,5000.0,5000.0,9295,0,1400,1285.94063851987,13.349990000278922,5022.231752998778,290.9523399677246,2026-08-18 14:49:01,1967.0,34.0,105.0,25.0,347.0
314,1787064505,45,,Aggregated,23.7,0.0,1400.0,1600.0,1700.0,1800.0,1900.0,2100.0,2300.0,2400.0,2900.0,5000.0,5000.0,9319,0,1400,1288.2450066125332,13.349990000278922,5022.231752998778,290.9781092391888,2026-08-18 14:49:02,1967.0,34.0,105.0,25.0,348.0
315,1787064506,45,,Aggregated,23.0,0.0,1400.0,1600.0,1700.0,1800.0,1900.0,2100.0,2300.0,2400.0,2900.0,5000.0,5000.0,9335,0,1400,1289.943810113251,13.349990000278922,5022.231752998778,291.28869844670595,2026-08-18 14:49:03,1967.0,34.0,105.0,25.0,349.0
316,1787064507,45,,Aggregated,22.6,0.0,1400.0,1600.0,1700.0,1800.0,2000.0,2100.0,2300.0,2400.0,2900.0,5000.0,5000.0,9359,0,1400,1292.0103794204715,13.349990000278922,5022.231752998778,291.20098301100546,2026-08-18 14:49:04,1967.0,34.0,105.0,25.0,350.0
317,1787064508,45,,Aggregated,21.7,0.0,1400.0,1600.0,1700.0,1800.0,2000.0,2100.0,2300.0,2400.0,2900.0,5000.0,5000.0,9387,0,1400,1293.8945994511766,13.349990000278922,5022.231752998778,291.1336955363801,2026-08-18 14:49:06,1967.0,34.0,105.0,25.0,352.0
318,1787064509,45,,Aggregated,22.4,0.0,1400.0,1600.0,1700.0,1800.0,2000.0,2100.0,2300.0,2400.0,2900.0,5000.0,5000.0,9406,0,1400,1295.0206232866462,13.349990000278922,5022.231752998778,291.01796725494364,2026-08-18 14:49:07,1967.0,34.0,105.0,25.0,353.0
319,1787064510,45,,Aggregated,22.2,0.0,1400.0,1600.0,1700.0,1800.0,2000.0,2100.0,2300.0,2400.0,2900.0,5000.0,5000.0,9430,0,1400,1296.9014940097777,13.349990000278922,5022.231752998778,291.11601272534466,2026-08-18 14:49:08,1967.0,34.0,105.0,25.0,354.0
320,1787064511,45,,Aggregated,21.8,0.0,1400.0,1600.0,1700.0,1800.0,2000.0,2100.0,2300.0,2400.0,2900.0,5000.0,5000.0,9454,0,1400,1298.6729862053314,13.349990000278922,5022.231752998778,290.9209858261054,2026-08-18 14:49:09,1966.0,33.0,96.0,24.0,355.0
321,1787064512,45,,Aggregated,21.8,0.0,1400.0,1600.0,1700.0,1800.0,2000.0,2100.0,2300.0,2400.0,2900.0,5000.0,5000.0,9476,0,1400,1300.0564061027017,13.349990000278922,5022.231752998778,290.9175812579147,2026-08-18 14:49:10,1966.0,33.0,96.0,24.0,356.0
322,1787064513,45,,Aggregated,22.3,0.0,1400.0,1600.0,1700.0,1800.0,2000.0,2100.0,2300.0,2400.0,2900.0,5000.0,5000.0,9499,0,1400,1301.654247761575,13.349990000278922,5022.231752998778,290.8462996104853,2026-08-18 14:49:11,1966.0,33.0,96.0,24.0,357.0
323,1787064514,45,,Aggregated,22.6,0.0,1400.0,1600.0,1700.0,1800.0,2000.0,2100.0,2300.0,2400.0,2900.0,5000.0,5000.0,9523,0,1400,1303.4332696165284,13.349990000278922,5022.231752998778,290.7579544261262,2026-08-18 14:49:12,1966.0,33.0,96.0,24.0,358.0
324,1787064515,45,,Aggregated,22.0,0.0,1400.0,1600.0,1700.0,1800.0,2000.0,2100.0,2300.0,2400.0,2900.0,5000.0,5000.0,9543,0,1400,1305.001485114451,13.349990000278922,5022.231752998778,290.79545216388976,2026-08-18 14:49:13,1966.0,33.0,96.0,24.0,359.0
325,1787064516,45,,Aggregated,22.3,0.0,1400.0,1600.0,1700.0,1800.0,2000.0,2100.0,2300.0,2400.0,2900.0,5000.0,5000.0,9563,0,1400,1306.5643766856851,13.349990000278922,5022.231752998778,290.8319564990066,2026-08-18 14:49:14,1966.0,33.0,96.0,24.0,360.0
326,1787064517,45,,Aggregated,22.3,0.0,1400.0,1600.0,1700.0,1800.0,2000.0,2100.0,2300.0,2400.0,2900.0,5000.0,5000.0,9589,0,1400,1308.6821924416734,13.349990000278922,5022.231752998778,290.7035144436333,2026-08-18 14:49:16,1966.0,33.0,96.0,24.0,362.0
327,1787064518,45,,Aggregated,23.0,0.0,1400.0,1600.0,1700.0,1800.0,2000.0,2100.0,2300.0,2400.0,2900.0,5000.0,5000.0,9608,0,1400,1310.1861294451712,13.349990000278922,5022.231752998778,290.71960865945044,2026-08-18 14:49:17,1966.0,33.0,96.0,24.0,363.0
328,1787064519,45,,Aggregated,22.8,0.0,1400.0,1600.0,1700.0,1800.0,2000.0,2100.0,2300.0,2400.0,2900.0,5000.0,5000.0,9623,0,1400,1311.5297192069218,13.349990000278922,5022.231752998778,290.8923412657176,2026-08-18 14:49:18,1966.0,33.0,96.0,24.0,364.0
329,1787064520,45,,Aggregated,22.3,0.0,1400.0,1600.0,1700.0,1800.0,2000.0,2200.0,2300.0,2400.0,2900.0,5000.0,5000.0,9648,0,1400,1314.1245126226377,13.349990000278922,5022.231752998778,291.0126451077944,2026-08-18 14:49:19,1966.0,33.0,96.0,24.0,365.0
330,1787064521,45,,Aggregated,21.8,0.0,1400.0,1600.0,1700.0,1800.0,2000.0,2200.0,2300.0,2400.0,2900.0,5000.0,5000.0,9667,0,1400,1315.873039181464,13.349990000278922,5022.231752998778,291.0620668252819,2026-08-18 14:49:20,1966.0,33.0,96.0,24.0,366.0
331,1787064522,45,,Aggregated,21.7,0.0,1400.0,1600.0,1700.0,1800.0,2000.0,2200.0,2300.0,2400.0,2900.0,5000.0,5000.0,9688,0,1400,1317.4874677535315,13.349990000278922,5022.231752998778,291.1565854665566,2026-08-18 14:49:21,1966.0,33.0,96.0,24.0,367.0
332,1787064523,45,,Aggregated,21.2,0.0,1400.0,1600.0,1700.0,1800.0,2000.0,2200.0,2300.0,2400.0,2900.0,5000.0,5000.0,9713,0,1400,1319.4104276707726,13.349990000278922,5022.231752998778,291.1316791928343,2026-08-18 14:49:22,1966.0,33.0,96.0,24.0,368.0
333,1787064524,45,,Aggregated,21.8,0.0,1400.0,1600.0,1700.0,1800.0,2000.0,2200.0,2300.0,2400.0,2900.0,5000.0,5000.0,9733,0,1400,1321.1393063079431,13.349990000278922,5022.231752998778,291.29405116613583,2026-08-18 14:49:23,1759.0,32.0,73.0,24.0,369.0
334,1787064525,45,,Aggregated,21.4,0.0,1400.0,1600.0,1700.0,1800.0,2000.0,2200.0,2300.0,2500.0,2900.0,5000.0,5000.0,9754,0,1400,1322.8304294972545,13.349990000278922,5022.231752998778,291.22893172031985,2026-08-18 14:49:24,1759.0,32.0,73.0,24.0,370.0
335,1787064526,45,,Aggregated,21.3,0.0,1400.0,1600.0,1800.0,1800.0,2000.0,2200.0,2400.0,2500.0,2900.0,5000.0,5000.0,9776,0,1400,1324.5523862201535,13.349990000278922,5022.231752998778,291.1671440261866,2026-08-18 14:49:26,1759.0,32.0,73.0,24.0,372.0
336,1787064527,45,,Aggregated,21.3,0.0,1400.0,1600.0,1800.0,1800.0,2000.0,2200.0,2400.0,2500.0,2900.0,5000.0,5000.0,9798,0,1400,1326.2560635593202,13.349990000278922,5022.231752998778,291.2273933455807,2026-08-18 14:49:27,1759.0,32.0,73.0,24.0,373.0
337,1787064528,45,,Aggregated,21.3,0.0,1400.0,1600.0,1800.0,1800.0,2000.0,2200.0,2400.0,2500.0,2900.0,5000.0,5000.0,9824,0,1400,1328.0296357520583,13.349990000278922,5022.231752998778,291.0485545602606,2026-08-18 14:49:28,1759.0,32.0,73.0,24.0,374.0
338,1787064529,45,,Aggregated,20.8,0.0,1400.0,1600.0,1800.0,1800.0,2000.0,2200.0,2400.0,2500.0,2900.0,5000.0,5000.0,9844,0,1400,1329.3650234464887,13.349990000278922,5022.231752998778,291.0689760260057,2026-08-18 14:49:29,1759.0,32.0,73.0,24.0,375.0
339,1787064530,45,,Aggregated,21.2,0.0,1400.0,1600.0,1800.0,1800.0,2000.0,2200.0,2400.0,2500.0,2900.0,5000.0,5000.0,9867,0,1400,1330.8987842705212,13.349990000278922,5022.231752998778,290.9267254484646,2026-08-18 14:49:30,1759.0,32.0,73.0,24.0,376.0
340,1787064531,45,,Aggregated,21.7,0.0,1400.0,1600.0,1800.0,1800.0,2000.0,2200.0,2400.0,2500.0,2900.0,5000.0,5000.0,9886,0,1400,1332.2184724324527,13.349990000278922,5022.231752998778,290.96034796682176,2026-08-18 14:49:31,1759.0,32.0,73.0,24.0,377.0
341,1787064532,45,,Aggregated,22.1,0.0,1400.0,1600.0,1800.0,1800.0,2000.0,2200.0,2400.0,2500.0,2900.0,5000.0,5000.0,9911,0,1400,1333.9537518222403,13.349990000278922,5022.231752998778,290.7941680960549,2026-08-18 14:49:32,1759.0,32.0,73.0,24.0,378.0
342,1787064533,45,,Aggregated,22.1,0.0,1400.0,1600.0,1800.0,1800.0,2000.0,2200.0,2400.0,2500.0,2900.0,5000.0,5000.0,9932,0,1400,1335.3721632471024,13.349990000278922,5022.231752998778,290.8180628272251,2026-08-18 14:49:33,1759.0,32.0,73.0,24.0,379.0
343,1787064534,45,,Aggregated,21.8,0.0,1400.0,1600.0,1800.0,1800.0,2000.0,2200.0,2400.0,2500.0,2900.0,5000.0,5000.0,9954,0,1400,1337.1924544707877,13.349990000278922,5022.231752998778,290.8675909182238,2026-08-18 14:49:35,1759.0,32.0,73.0,24.0,381.0
344,1787064535,45,,Aggregated,21.9,0.0,1400.0,1600.0,1800.0,1800.0,2000.0,2200.0,2400.0,2500.0,2900.0,5000.0,5000.0,9975,0,1400,1339.0462987356616,13.349990000278922,5022.231752998778,290.874686716792,2026-08-18 14:49:36,1759.0,32.0,73.0,24.0,382.0
